timestamp,username,date,coordinates,keywords,reflections
3/27/2021 14:27:18,darkwingduckie7,3/26/2021,"2, 2","happy, content",
3/29/2021 8:55:06,darkwingduckie7,3/27/2021,"3, 0","happy, content",
3/29/2021 8:39:36,darkwingduckie7,3/28/2021,"-2, -5","tired, in pain",had a migraine all day
3/30/2021 10:13:39,darkwingduckie7,3/29/2021,"-1, -5",tired,"was tired after Sunday's migraine, still has an echo of a headache all day but had to work"
3/31/2021 10:27:43,darkwingduckie7,3/30/2021,"2, -2",content,"good day at work, then puppy agility class went well, no migraine"
4/1/2021 9:34:03,darkwingduckie7,3/31/2021,"1, 1",happy,"Just slightly on the happy, some energy edge"
4/2/2021 13:08:30,darkwingduckie7,4/1/2021,"2, -1",content,
3/7/2021 1:10:16,dokoitta,3/6/2021,"-3, -2",upset,
3/10/2021 2:34:28,dokoitta,3/7/2021,"-3, -4","bored, uneasy, on edge",
3/8/2021 0:48:22,dokoitta,3/8/2021,"-2, 2",tense,
3/9/2021 1:09:56,dokoitta,3/9/2021,"-5, -1","upset, discontent",
3/11/2021 1:01:53,dokoitta,3/10/2021,"-1, -4","tired, bored, irritated",
3/12/2021 2:41:40,dokoitta,3/11/2021,"-2, 1","angry, irritated, tired, lonely",
3/13/2021 1:27:05,dokoitta,3/12/2021,"-1, -5","tired, neutral",
3/14/2021 4:08:32,dokoitta,3/13/2021,"4, 1","energetic, agitated",I had a lot of coffee which I am sensitive to so I was kind of spaced out all day and not thinking about what i was listening to
3/15/2021 3:45:48,dokoitta,3/14/2021,"-1, 3","restless, agitated, uneasy",
3/16/2021 2:17:47,dokoitta,3/15/2021,"1, 5","hyper, frantic, excited,",
3/17/2021 0:23:01,dokoitta,3/16/2021,"-4, 4","anxious, upset, panicking",
3/18/2021 0:25:20,dokoitta,3/17/2021,"-5, 2","upset, tired, frustrated",
3/19/2021 0:40:40,dokoitta,3/18/2021,"1, 1","neutral, ambivalent",
3/21/2021 2:27:58,dokoitta,3/19/2021,"-1, -4","bored, passive, tired",
3/21/2021 2:28:57,dokoitta,3/20/2021,"-3, -4","bored, neutral",
3/22/2021 1:28:36,dokoitta,3/21/2021,"-3, -2","sad, frustrated",
3/23/2021 0:16:08,dokoitta,3/22/2021,"1, -4","calm, passive, tired",
3/24/2021 0:35:37,dokoitta,3/23/2021,"-1, -2","tired, anxious",
3/25/2021 0:15:12,dokoitta,3/24/2021,"-5, 0","upset, sad, overwhelmed",
3/26/2021 2:43:59,dokoitta,3/25/2021,"-5, 3","upset, anxious",
3/27/2021 3:15:56,dokoitta,3/26/2021,"1, -4","tired, calm",
3/28/2021 3:24:54,dokoitta,3/27/2021,"-4, 1","bored, calm, tired",
3/29/2021 2:25:39,dokoitta,3/28/2021,"-2, -1","tired, frustrated",
3/30/2021 2:59:39,dokoitta,3/29/2021,"-1, -5","tired, bored",
3/31/2021 1:28:26,dokoitta,3/30/2021,"-4, 3","upset, anxious, angry",
4/1/2021 1:16:41,dokoitta,3/31/2021,"2, 1","excited, agitated,",
4/2/2021 4:16:19,dokoitta,4/1/2021,"0, 2","calm, average, bored",
3/7/2021 1:00:20,emphaticstatic,3/6/2021,"3, -2","Content, accomplished,",
3/8/2021 13:18:04,emphaticstatic,3/7/2021,"-2, -4","Tired, demotivated",
3/9/2021 11:23:33,emphaticstatic,3/8/2021,"3, 2","Happy, Focused, Alert",
3/10/2021 14:52:20,emphaticstatic,3/9/2021,"0, 1","Neutral, blank, alert,",
3/12/2021 0:21:25,emphaticstatic,3/10/2021,"4, 2","Happy, not stressed",
3/12/2021 0:26:41,emphaticstatic,3/11/2021,"0, -5","Tired, foggy, lethargic",
3/13/2021 23:11:10,emphaticstatic,3/12/2021,"4, -3","Serene, unworried",
3/13/2021 23:14:48,emphaticstatic,3/13/2021,"-1, 1","Unfocused, antsy, slightly anxious",
3/15/2021 2:17:15,emphaticstatic,3/14/2021,"-1, 3","Content, clear-headed",
3/16/2021 2:15:07,emphaticstatic,3/15/2021,"1, 1","Productive, fresh, unstressed",
3/17/2021 3:24:13,emphaticstatic,3/16/2021,"3, 2","Alert, unworried",
3/22/2021 10:38:47,emphaticstatic,3/18/2021,"-2, -2","Tired, stressed, anxious",
3/22/2021 10:33:53,emphaticstatic,3/19/2021,"4, 4","Excited, awake,",
3/22/2021 10:30:09,emphaticstatic,3/20/2021,"4, 2","Happy, relaxed, alert,",
3/22/2021 10:27:22,emphaticstatic,3/21/2021,"2, -2","Tired, relaxed,",
3/23/2021 3:02:39,emphaticstatic,3/22/2021,"1, -1","Content, relaxed",
3/27/2021 20:36:58,emphaticstatic,3/23/2021,"3, 2","awake, motivated, calm",
3/27/2021 20:35:15,emphaticstatic,3/24/2021,"0, 1","Slightly anxious, unmotivated",
3/27/2021 20:31:37,emphaticstatic,3/25/2021,"0, 2",anxious,
3/27/2021 20:29:48,emphaticstatic,3/26/2021,"2, -1","Worried, awake",
3/27/2021 20:28:32,emphaticstatic,3/27/2021,"2, 1","relaxed, alert, content",
3/30/2021 0:17:13,emphaticstatic,3/28/2021,"4, 2","Happy, unstressed,awake",
3/30/2021 0:15:25,emphaticstatic,3/29/2021,"0, 1","Relaxed, blank,",
3/3/2021 22:15:48,evandyke,3/3/2021,"2, -3","Calm, uneventful, slow paced, solitary","Normal day. Evenings usually more ambient/soft indie music while doing school work or spending time in the lab. Mornings to afternoons I usually listen to more energetic music driving, at work or between classes."
3/6/2021 23:41:37,evandyke,3/6/2021,"2, 1","fulfilling, social.",
3/7/2021 23:24:50,evandyke,3/7/2021,"4, 3","exciting, surprising, spontaneous.","Brother randomly texted me to get chinese food with him in a city over 3 hours away, so I neglected school stuff and went. Currently listening to more ambient stuff as I procrastinate/get work done."
3/9/2021 0:44:06,evandyke,3/8/2021,"-1, 2","Running around, Slightly high strung.","Deadline for a big project coming up, but other things I had to do kept getting in the way."
3/10/2021 2:19:13,evandyke,3/9/2021,"1, -2","Routine, Uneventful",
3/11/2021 0:43:52,evandyke,3/10/2021,"0, -3","Boring, lazy, uneventfull",
3/12/2021 13:55:36,evandyke,3/11/2021,"3, -2","Content, slow paced.",
3/14/2021 22:19:40,evandyke,3/12/2021,"1, -2","Routine, solitary",
3/14/2021 22:20:41,evandyke,3/13/2021,"3, 3","Social, fun, active",
3/14/2021 22:22:09,evandyke,3/14/2021,"0, -3","Low-key, uneventful, tired.",
3/17/2021 0:07:58,evandyke,3/16/2021,"-1, -2","Boring, uneventfull",
3/19/2021 0:09:40,evandyke,3/17/2021,"-1, 2","Frustrated, annoyed",Calc II exam took way to long
3/19/2021 0:10:32,evandyke,3/18/2021,"2, -2","Routine, boring, relaxed",
3/21/2021 14:43:23,evandyke,3/19/2021,"4, 3","fun, social, exciting",
3/21/2021 14:48:08,evandyke,3/20/2021,"3, 2","fun, social",
3/22/2021 13:27:15,evandyke,3/21/2021,"3, -2","Easy, calm, stress free",
3/22/2021 23:17:20,evandyke,3/22/2021,"1, 1","Content, happy, normal",
3/25/2021 2:15:49,evandyke,3/23/2021,"2, -1","Uninteresting, routine, fine",
3/25/2021 2:18:11,evandyke,3/24/2021,"-1, 2","stressful, exhausting, frustrating",Got assigned a last minute presentation that has to be 1/2 hr long due friday. Lots of ambient study stuff later on in the day.
3/26/2021 1:52:36,evandyke,3/25/2021,"-2, 0","Exhausting, tired",
3/28/2021 16:44:55,evandyke,3/26/2021,"3, 1","Nice, Pleasant, smoothly",
3/28/2021 16:46:12,evandyke,3/27/2021,"2, 1","Normal, Nice, Pleasant",
3/30/2021 20:37:53,evandyke,3/28/2021,"1, -1","Studious, quite, productive",
3/30/2021 20:40:05,evandyke,3/29/2021,"1, -2","Uneventful, calm",
3/30/2021 20:41:47,evandyke,3/30/2021,"-2, 2","Busy, overwhelmed","1st half of the day was a bit stressful, but then got better."
3/4/2021 21:35:49,ewf_fish,3/4/2021,"-2, -2","Frustrated, stressed",
3/6/2021 2:47:23,ewf_fish,3/5/2021,"-4, 1","Exhausted, frustrated",
3/7/2021 2:21:22,ewf_fish,3/6/2021,"0, 4","Busy, Happy, Sleepy",
3/8/2021 8:42:52,ewf_fish,3/7/2021,"1, -1",Groggy,
3/8/2021 22:32:16,ewf_fish,3/8/2021,"-3, -3","Tired, sleepy, anxious",
3/10/2021 12:16:09,ewf_fish,3/9/2021,"0, 0",Meh,
3/10/2021 22:30:07,ewf_fish,3/10/2021,"3, 5","Excited, alert",
3/11/2021 21:35:44,ewf_fish,3/11/2021,"1, 6","Busy, active",
3/13/2021 13:40:07,ewf_fish,3/12/2021,"4, 4","excited, active, relieved",
3/14/2021 21:21:58,ewf_fish,3/14/2021,"2, -2","Accomplished, relaxed",
3/16/2021 0:31:35,ewf_fish,3/15/2021,"2, 6","Busy, content",
3/16/2021 23:21:39,ewf_fish,3/16/2021,"0, 6","Busy, hectic, thinking",
3/17/2021 23:25:05,ewf_fish,3/17/2021,"3, 1","Happy, content",
3/18/2021 23:17:48,ewf_fish,3/18/2021,"4, 1",Generally happy,
3/20/2021 22:26:54,ewf_fish,3/20/2021,"3, -3","Relaxed, de-stressed",
3/22/2021 12:25:22,ewf_fish,3/21/2021,"-1, -3","tired, stressed",
3/22/2021 21:28:25,ewf_fish,3/22/2021,"2, 3","Mildly happy, content",
3/24/2021 11:37:35,ewf_fish,3/23/2021,"-3, 4","Stressful, intense",
3/24/2021 21:38:55,ewf_fish,3/24/2021,"0, 4",Active,
3/25/2021 21:25:43,ewf_fish,3/25/2021,"-2, 3","stressed, frustrated, anxious",
3/27/2021 23:52:09,ewf_fish,3/26/2021,"-3, 2",Stressed,
3/27/2021 23:53:06,ewf_fish,3/27/2021,"-4, 5","Relieved, relaxed, happy",
3/28/2021 22:27:13,ewf_fish,3/28/2021,"2, -4","relaxed, content",
3/30/2021 12:32:38,ewf_fish,3/29/2021,"-2, 5",Tense,
3/31/2021 12:29:53,ewf_fish,3/30/2021,"-5, 5","Anxious, frustrated, irritable, upset",
3/31/2021 21:24:33,ewf_fish,3/31/2021,"1, 1",Chill,
4/1/2021 21:22:36,ewf_fish,4/1/2021,"3, 1",Meh,
3/7/2021 18:49:56,fabzatron,3/6/2021,"4, -3","relaxed, content, bored",
3/7/2021 18:52:19,fabzatron,3/7/2021,"3, -1","tired, relaxed",
3/8/2021 21:10:48,fabzatron,3/8/2021,"-3, 3",Anxious,
3/9/2021 20:38:13,fabzatron,3/9/2021,"3, 3","Energetic, happy",
3/10/2021 23:26:31,fabzatron,3/10/2021,"2, 5",It's my birthday and I'm drunk,
3/14/2021 22:14:26,fabzatron,3/14/2021,"-4, 4",Anxious,
3/16/2021 20:10:23,fabzatron,3/15/2021,"-4, 3",Anxious,
3/16/2021 20:10:55,fabzatron,3/16/2021,"-4, -2",Depressed *and* anxious,
3/19/2021 11:02:39,fabzatron,3/18/2021,"3, 2","Happy, bored",Long day at work
3/19/2021 22:16:50,fabzatron,3/19/2021,"-3, 4",Stressed,Very busy work day
3/20/2021 22:14:40,fabzatron,3/20/2021,"4, 2","Happy, content",Puppy playdate 💓
3/21/2021 21:51:57,fabzatron,3/21/2021,"3, 2","Energetic, productive, relaxed",Cleaned all day
3/23/2021 12:29:26,fabzatron,3/22/2021,"0, 0",Meh,
3/23/2021 22:59:04,fabzatron,3/23/2021,"-5, -3","Tired, irritable",
3/24/2021 20:47:05,fabzatron,3/24/2021,"-2, 3",Anxious,
3/25/2021 21:13:16,fabzatron,3/25/2021,"1, -5","Sick, tired",
3/26/2021 20:10:58,fabzatron,3/26/2021,"4, -1","Sleepy, relaxed, calm",
3/27/2021 20:55:13,fabzatron,3/27/2021,"3, -3","Content, happy, relaxed",
3/28/2021 20:00:18,fabzatron,3/28/2021,"2, -4","Relaxed, tired",
3/29/2021 19:18:27,fabzatron,3/29/2021,"-1, 0","Nauseous, tired",
3/31/2021 11:07:11,fabzatron,3/30/2021,"-4, 5","Angry, anxious, stressed, happy? Overwhelmed",Trying to quit nicotine oh and apparently I'm pregnant so that's a lot of stuff in one day
3/31/2021 22:00:49,fabzatron,3/31/2021,"2, 0",Meh,
4/1/2021 19:15:25,fabzatron,4/1/2021,"-4, 4","Anxious, nervous",Job interview
4/2/2021 22:40:46,fabzatron,4/2/2021,"4, -2",Relaxed,
3/7/2021 7:10:36,feixia,3/6/2021,"-3, 2",stressed,
3/8/2021 6:33:40,feixia,3/7/2021,"1, -1","Tired, bored",
3/9/2021 7:11:50,feixia,3/8/2021,"3, 2",chill,
3/10/2021 3:11:48,feixia,3/9/2021,"-5, 3","Stressed, worried",
3/11/2021 17:51:00,feixia,3/10/2021,"-4, 1",stressed,
3/11/2021 17:52:49,feixia,3/11/2021,"3, -2","calm, content",
3/12/2021 20:51:53,feixia,3/12/2021,"4, 3",Happy,
3/13/2021 21:30:42,feixia,3/13/2021,"-3, -4",Tired,
3/14/2021 11:15:30,feixia,3/14/2021,"-4, 4","stressed, nervous",
3/15/2021 18:51:27,feixia,3/15/2021,"-1, 4","Hyper, anxious",
3/16/2021 19:28:01,feixia,3/16/2021,"1, 4","Happy, hyper, tense",
3/17/2021 19:10:07,feixia,3/17/2021,"0, 0","Chill, boring",
3/18/2021 19:01:41,feixia,3/18/2021,"1, 1",Bored,
3/19/2021 19:09:18,feixia,3/19/2021,"-1, 0","Relief, sad",
3/20/2021 19:21:49,feixia,3/20/2021,"3, -1","Chill, relaxed, happy",
3/21/2021 19:07:29,feixia,3/21/2021,"3, 3","Happy, chill, relaxed",
3/22/2021 19:26:24,feixia,3/22/2021,"-1, 3",Annoyed,
3/23/2021 19:05:40,feixia,3/23/2021,"2, 2","Chill, happy",
3/24/2021 19:11:30,feixia,3/24/2021,"0, -1","Tired, bored",
3/26/2021 3:30:17,feixia,3/25/2021,"0, -1",Bored,
3/26/2021 21:31:40,feixia,3/26/2021,"2, 0","Chill, relaxed, pleasent",
3/27/2021 19:53:57,feixia,3/27/2021,"-3, -3",Depressed,
3/29/2021 7:07:32,feixia,3/28/2021,"2, 2",Happy,
3/29/2021 7:08:28,feixia,3/29/2021,"-2, -3",Tired,
3/30/2021 7:08:30,feixia,3/30/2021,"-6, 1","Disappointed, sad, stressed",
3/31/2021 8:30:44,feixia,3/31/2021,"-3, -5","Tired, sick",
4/1/2021 8:26:04,feixia,4/1/2021,"2, 0","Chill, tired",
4/2/2021 8:02:48,feixia ,4/2/2021,"2, 2","Chill, happy",
3/7/2021 22:58:48,fon318,3/7/2021,"-3, 5","Nervous,anxious, hyper, tense, stressed",
3/9/2021 4:51:00,fon318,3/8/2021,"5, -1","Relaxed,happy, nervous",
3/9/2021 20:44:54,fon318,3/9/2021,"0, -1","anxious, nervous, stressed, tense",
3/10/2021 19:03:04,fon318,3/10/2021,"3, 0","Productive, relaxed, serene,content",
3/12/2021 1:18:49,fon318,3/11/2021,"6, 1","Happy,relaxed,content,alert, refreshed",
3/13/2021 3:42:43,fon318,3/12/2021,"5, 2","Relaxed, peaceful, playful, content, thoughtful",
3/14/2021 4:37:31,fon318,3/13/2021,"5, 3","Hyperactive,alert, productive, fidgety, content",
3/14/2021 19:17:17,fon318,3/14/2021,"6, 1","Relaxed, calm, active, lively, thankful",
3/15/2021 19:06:30,fon318,3/15/2021,"4, 4","Excited,accomplished,nervous,anxious, celebratory",
3/16/2021 20:23:56,fon318,3/16/2021,"6, 0","Pleasant, relaxed, focused, calm",
3/23/2021 19:20:10,fon318,3/23/2021,"6, -1","Indifferent, anxious, stressed",
3/24/2021 19:22:59,fon318,3/24/2021,"-3, 6","Tense, Anxious, Stressed, Erratic",
3/31/2021 19:02:30,fon318,3/31/2021,"3, 4","Relaxed, productive, shy",
3/7/2021 0:16:32,haveltom,3/6/2021,"1, -2","tired, stresses, relaxed",
3/8/2021 2:59:58,haveltom,3/7/2021,"1, 3","excited, stressed",
3/8/2021 20:41:19,haveltom,3/8/2021,"2, 2","nervous, happy, excited stressed",A lot of mood swings during the day bcs of stress
3/9/2021 18:11:10,haveltom,3/9/2021,"-2, -3","annoyed, stressed, exhausted",
3/10/2021 19:07:21,haveltom,3/10/2021,"2, -1","calm, relaxed, tired","I felt awful in the morning, my mood changed in the afternoon"
3/11/2021 19:06:22,haveltom,3/11/2021,"2, 3","Relaxed, optimistic, anxious  slightly)",Today was the most productive day of the week so far
3/12/2021 20:01:47,haveltom,3/12/2021,"3, -3","Relaxed, calm, happy",
3/13/2021 19:40:16,haveltom,3/13/2021,"1, 4","anxious, tired, satisfied",
3/14/2021 20:41:29,haveltom,3/14/2021,"2, 4","happy, relaxed, calm",
3/15/2021 22:49:44,haveltom,3/15/2021,"1, 1","anxious, happy",
3/16/2021 20:42:23,haveltom,3/16/2021,"2, 4","productive, relaxed, excited, anxious",
3/17/2021 20:45:28,haveltom,3/17/2021,"3, 4","happy, relaxed, satisfied, anxious",very productive day
3/18/2021 21:00:24,haveltom,3/18/2021,"3, 6","happy, relieved, anxious, tired",
3/19/2021 22:05:08,haveltom,3/19/2021,"3, 1","happy, rested, anxious",
3/20/2021 21:46:44,haveltom,3/20/2021,"5, 3","excited, tired, anxious",
3/21/2021 19:46:58,haveltom,3/21/2021,"2, 3","relaxed, excited,",
3/22/2021 20:00:33,haveltom,3/22/2021,"2, 2","relaxed, relieved, happy",
3/23/2021 21:13:16,haveltom,3/23/2021,"2, 1","relaxed, calm, rested",
3/24/2021 20:12:32,haveltom,3/24/2021,"2, 2","tired, happy, relaxed",
3/25/2021 19:29:56,haveltom,3/25/2021,"1, 3","stressed, anxious, tired",
3/27/2021 13:03:33,haveltom,3/26/2021,"1, 1","tired, fine",
3/27/2021 21:49:40,haveltom,3/27/2021,"2, 3","anxious, happy, relaxed",
3/29/2021 2:26:04,haveltom,3/28/2021,"2, 5","nervous, happy, relaxed",
3/30/2021 1:24:00,haveltom,3/29/2021,"-3, -3","anxious, nervous, depressed",
3/31/2021 10:32:31,haveltom,3/30/2021,"1, 3","tired, nervous, satisfied",
4/1/2021 12:31:34,haveltom,3/31/2021,"0, 3","anxious, satisfied, exhausted",
4/2/2021 11:29:10,haveltom,4/1/2021,"2, 3","satisfied, anxious, relaxed",
4/3/2021 20:29:25,haveltom,4/3/2021,"4, 4","Tiees, happy, relaxed, anxious",
3/3/2021 22:08:48,hepatitus,3/3/2021,"0, 3","Moderate, content, busy",An album I was excited for dropped so I had it playing in the background on repeat for a good chunk of the day
3/8/2021 22:21:56,hepatitus,3/7/2021,"-4, 3","Stressed, Busy, Burnout",Midterm season :/
3/8/2021 10:33:47,hepatitus,3/8/2021,"-1, -5","Tired, busy, burnout",School burnout was/is getting to me
3/9/2021 22:36:25,hepatitus,3/9/2021,"4, -1","Calm, mellow, decent",Accidentally left on cheif keefs “baby what’s wrong with you” on repeat for like an hour lol. Mid term season stays busy but today was a chill day
3/10/2021 20:53:54,hepatitus,3/10/2021,"5, 2","elated, happy",
3/12/2021 2:06:18,hepatitus,3/11/2021,"-3, 4",nervous,"My bio midterm is creeping up  monday), I am not ready. Also just realized i should probably be using the mood keywords that are in the chart rather than make them up."
3/13/2021 13:46:18,hepatitus,3/12/2021,"0, 5","Activated, neutral","Been very busy with school, a neutral emotional type of busy."
3/14/2021 23:04:19,hepatitus,3/13/2021,"-5, 3",Stressed,
3/14/2021 23:06:31,hepatitus,3/14/2021,"-3, 5",Tense,My very difficult bio midterm tomorrow plus i had a 8 hour shift so i'm exhausted
3/16/2021 1:00:46,hepatitus,3/15/2021,"-3, -3","Tired, Depressed","The bio exam went awful. Fucking prof makes it 55 minutes long coupled with written response. With so much information to rack my brain with it I ended up not finishing on time. very very frustrated, I prepared very hard for the exam, I knew all the material but i felt so rushed. Got a 58 on my first exam and doubt this one will be any higher. There goes 50% of my bio grade. Felt defeated so the rest of the day did nothing so now i'll be up till 3am working on my art project due tomorrow morning. yay..."
3/16/2021 22:46:02,hepatitus,3/16/2021,"-2, -4","Bored, Tired",
3/20/2021 23:27:13,hepatitus,3/17/2021,"3, -3","content, serene",
3/19/2021 2:07:03,hepatitus,3/18/2021,"-4, 4",Nervous,Chem exam i barley studied for tomorrow
3/19/2021 2:09:49,hepatitus,3/19/2021,"3, -4",Relaxed,"Finished my chem exam early, decided to do absolutely nothing today to relax after a hectic 
 two weeks"
3/20/2021 23:28:14,hepatitus,3/20/2021,"-3, -4","bored, tired",
3/22/2021 11:13:25,hepatitus,3/21/2021,"-3, 1","upset, tense",existential dread
3/23/2021 2:42:02,hepatitus,3/22/2021,"-2, 2",stressed,
3/24/2021 2:47:16,hepatitus,3/23/2021,"-2, 5",tense,Bio midterm class average was 38. I got a 41. It's like they want us to fail.
3/24/2021 22:08:48,hepatitus,3/24/2021,"-4, -4",Bored,a very lazy and unproductive day
3/28/2021 19:57:03,hepatitus,3/26/2021,"1, -3",Serene,I don’t remember if I filled out this day. If I did ignore this entry
3/28/2021 19:56:14,hepatitus,3/27/2021,"1, -1",Content,
3/28/2021 19:54:51,hepatitus,3/28/2021,"-3, 5",Tired,
3/30/2021 2:22:43,hepatitus,3/29/2021,"2, -5",calm,"end of semester fatigue real af. decided to just chill today, although it could be the apathy talking.."
3/31/2021 0:53:43,hepatitus,3/30/2021,"4, -4",relaxed,
4/1/2021 15:01:21,hepatitus,3/31/2021,"-3, 5",tense,Finals are about 2.5 weeks away
4/2/2021 2:50:44,hepatitus,4/1/2021,"-4, 4",nervous,
4/3/2021 2:25:38,hepatitus,4/2/2021,"-1, 5",tense,
4/5/2021 3:15:43,hepatitus ,4/4/2021,"1, 1",Happy,
3/7/2021 12:30:43,hypedpop,3/6/2021,"-4, 4",nervous,
3/7/2021 12:32:29,hypedpop,3/7/2021,"6, 1",happy,
3/8/2021 7:53:40,hypedpop,3/8/2021,"-4, -3",bored,
3/9/2021 11:21:30,hypedpop,3/9/2021,"3, -5","calm, relaxed",
3/10/2021 17:24:46,hypedpop,3/10/2021,"-4, -4",bored,
3/11/2021 7:43:41,hypedpop,3/11/2021,"-5, 2","stressed, headache",
3/12/2021 7:36:00,hypedpop,3/12/2021,"-4, -4","bored, impatient",
3/13/2021 11:56:11,hypedpop,3/13/2021,"6, -2","content, relaxed,",
3/15/2021 8:04:42,hypedpop,3/14/2021,"4, -4",relaxed,
3/15/2021 8:05:42,hypedpop,3/15/2021,"3, -5",calm,
3/16/2021 11:48:23,hypedpop,3/16/2021,"4, 4",excited,
3/17/2021 8:45:25,hypedpop,3/17/2021,"5, -3",serene,
3/18/2021 9:36:50,hypedpop,3/18/2021,"5, -3","serene, relaxed, no problems",
3/19/2021 10:22:37,hypedpop,3/19/2021,"5, -1",content,
3/20/2021 12:06:41,hypedpop,3/20/2021,"4, -4",relaxed,
3/21/2021 10:32:27,hypedpop,3/21/2021,"-4, -4",bored,
3/22/2021 8:31:38,hypedpop,3/22/2021,"-4, 1","stresses, upset, sad",
3/23/2021 11:10:21,hypedpop,3/23/2021,"5, 1","happy, content",
3/24/2021 8:14:35,hypedpop,3/24/2021,"-3, -4",tired,
3/25/2021 9:00:55,hypedpop,3/25/2021,"5, -3","serene, relaxed",
3/26/2021 11:43:36,hypedpop,3/26/2021,"3, -5",calm,
3/27/2021 14:56:02,hypedpop,3/27/2021,"5, 1",happy,
3/28/2021 11:06:53,hypedpop,3/28/2021,"4, -4",relaxed,
3/29/2021 17:34:22,hypedpop,3/29/2021,"-3, -2",tired,
3/30/2021 10:43:43,hypedpop,3/30/2021,"4, -4",relaxed,
3/31/2021 16:01:07,hypedpop,3/31/2021,"4, -4",relaxed,
4/1/2021 9:09:53,hypedpop,4/1/2021,"-4, -4",bored,
4/2/2021 10:57:17,hypedpop,4/2/2021,"2, -5",calm,
4/3/2021 13:26:38,hypedpop,4/3/2021,"5, 3",elated,
3/7/2021 17:51:39,ilusiumrus,3/6/2021,"-5, -2",A little bit sad,
3/7/2021 17:53:48,ilusiumrus,3/7/2021,"2, -4","Relaxed, calm","I studied, then played a good game of pool with my friends
Calm evening"
3/8/2021 17:15:24,ilusiumrus,3/7/2021,"2, -4","Relaxed, calm","I studied, then played a good game of pool with my friends
Calm evening"
3/8/2021 17:29:09,ilusiumrus,3/8/2021,"3, -3","Calm, working, focused",Grime stuff was for training
3/9/2021 18:51:48,ilusiumrus,3/8/2021,"3, -3","Calm, working, focused",Grime stuff was for training
3/9/2021 18:52:29,ilusiumrus,3/9/2021,"4, 1","happy, motivated",
3/11/2021 19:04:35,ilusiumrus,3/11/2021,"0, 0",VERY neutral,"Something really close to 0,0 done almost nothing that day"
3/12/2021 0:53:39,ilusiumrus,3/11/2021,"0, 0",VERY neutral,"Something really close to 0,0 done almost nothing that day"
3/14/2021 19:03:11,ilusiumrus,3/13/2021,"5, 3","Partying, happy, excited",
3/14/2021 19:04:06,ilusiumrus,3/14/2021,"-3, -3","Tired, sad",
3/16/2021 13:03:58,ilusiumrus,3/15/2021,"-2, 4",Nervous,
3/16/2021 19:02:50,ilusiumrus,3/16/2021,"0, 4","Neutral, active, working",
3/24/2021 13:01:34,ilusiumrus,3/22/2021,"4, 4","Relaxed, calm",
3/24/2021 13:00:48,ilusiumrus,3/23/2021,"2, 5","Alert, motivated",
3/27/2021 6:28:44,ilusiumrus,3/25/2021,"3, 5",Alert,
3/30/2021 19:07:56,ilusiumrus,3/29/2021,"6, 1","focused, concentrated",
3/30/2021 19:35:49,ilusiumrus,3/30/2021,"-2, -3",Sad,
4/1/2021 19:30:47,ilusiumrus,4/1/2021,"-2, -3",Sad,
4/2/2021 6:19:13,ilusiumrus,4/2/2021,"-2, -3",Sad,
4/2/2021 18:35:36,ilusiumrus,4/3/2021,"-2, -3",Sad,
4/3/2021 0:45:49,ilusiumrus,4/4/2021,"-2, -3",Sad,
3/7/2021 5:37:41,isocket,3/6/2021,"4, -2","relaxed, sedentary, low-stress","looking after a friend's cat, recovering from a sore throat/cough"
3/8/2021 4:59:00,isocket,3/7/2021,"2, -5","relaxed, sedate, unbothered",still recovering from illness
3/9/2021 9:57:08,isocket,3/8/2021,"3, -1","content, relaxed, satisfied",
3/8/2021 17:32:00,isocket,3/8/2021,"3, -2","content, relaxed, calm",hung out with friends for latter part of the day
3/9/2021 9:59:55,isocket,3/9/2021,"2, 0","satisfied, a little uncomfortable, a little listless","first half of the day was quite pleasant, soured a little by relatively hot evening temperature"
3/11/2021 7:50:01,isocket,3/10/2021,"-1, 1","mildly irritated, passive, lightheaded",experienced a little lightheadedness and tingling in the fingers late in the day
3/11/2021 7:51:04,isocket,3/11/2021,"2, -2","content, relaxed, calm",
3/12/2021 9:17:20,isocket,3/12/2021,"-1, -2","depressed, bored, feeling lonely, feeling alone, listless",
3/14/2021 9:47:26,isocket,3/13/2021,"0, -1","nonplussed, a little bored",
3/14/2021 9:48:29,isocket,3/14/2021,"3, -1","relaxed, content, unbothered",
3/16/2021 10:48:34,isocket,3/15/2021,"-1, -4","tired, bored, lethargic",
3/16/2021 10:49:54,isocket,3/16/2021,"-1, -3","bored, unfocused, unsatisfied",
3/18/2021 11:46:46,isocket,3/18/2021,"-3, -3","sad, depressed, lonely, unfocused",
3/20/2021 21:42:16,isocket,3/19/2021,"-2, -3","sad, depressed, bored",
3/20/2021 21:43:03,isocket,3/20/2021,"-2, -5","tired, lethargic",
3/23/2021 2:34:41,isocket,3/21/2021,"-3, -3","sad, depressed, bored",
3/23/2021 2:35:21,isocket,3/22/2021,"-4, -3","sad, depressed, bored, moody",
3/24/2021 22:18:11,isocket,3/23/2021,"2, -1","content, satisfied",
3/24/2021 22:18:44,isocket,3/24/2021,"-2, -2","weary, sad, depressed",
3/26/2021 9:13:56,isocket,3/25/2021,"-2, -2","bored, sad",
3/27/2021 20:51:09,isocket,3/26/2021,"-2, -2","bored, sad, depressed",
3/27/2021 20:50:40,isocket,3/27/2021,"-1, 0","productive, motivated, unsettled",felt productive but was also a little sick
